date,net
2020-01-01 00:00:00,0
2020-01-01 08:00:00,0
2020-01-01 16:00:00,0
2020-01-02 00:00:00,0
2020-01-02 08:00:00,0
2020-01-02 16:00:00,0
2020-01-03 00:00:00,0
2020-01-03 08:00:00,0
2020-01-03 16:00:00,0
2020-01-04 00:00:00,0
2020-01-04 08:00:00,0
2020-01-04 16:00:00,0
2020-01-05 00:00:00,0
2020-01-05 08:00:00,0
2020-01-05 16:00:00,0
2020-01-06 00:00:00,0
2020-01-06 08:00:00,0
2020-01-06 16:00:00,0
2020-01-07 00:00:00,0
2020-01-07 08:00:00,0
2020-01-07 16:00:00,0
2020-01-08 00:00:00,0
2020-01-08 08:00:00,0
2020-01-08 16:00:00,0
2020-01-09 00:00:00,0
2020-01-09 08:00:00,0
2020-01-09 16:00:00,0
2020-01-10 00:00:00,0
2020-01-10 08:00:00,0
2020-01-10 16:00:00,0
2020-01-11 00:00:00,0
2020-01-11 08:00:00,0
2020-01-11 16:00:00,0
2020-01-12 00:00:00,0
2020-01-12 08:00:00,0
2020-01-12 16:00:00,0
2020-01-13 00:00:00,0
2020-01-13 08:00:00,0
2020-01-13 16:00:00,0
2020-01-14 00:00:00,0
2020-01-14 08:00:00,0
2020-01-14 16:00:00,0
2020-01-15 00:00:00,0
2020-01-15 08:00:00,0
2020-01-15 16:00:00,0
2020-01-16 00:00:00,0
2020-01-16 08:00:00,0
2020-01-16 16:00:00,0
2020-01-17 00:00:00,0
2020-01-17 08:00:00,0
2020-01-17 16:00:00,0
2020-01-18 00:00:00,0
2020-01-18 08:00:00,0
2020-01-18 16:00:00,0
2020-01-19 00:00:00,0
2020-01-19 08:00:00,0
2020-01-19 16:00:00,0
2020-01-20 00:00:00,0
2020-01-20 08:00:00,0
2020-01-20 16:00:00,0
2020-01-21 00:00:00,0
2020-01-21 08:00:00,0
2020-01-21 16:00:00,0
2020-01-22 00:00:00,0
2020-01-22 08:00:00,0
2020-01-22 16:00:00,0
2020-01-23 00:00:00,0
2020-01-23 08:00:00,0
2020-01-23 16:00:00,0
2020-01-24 00:00:00,0
2020-01-24 08:00:00,0
2020-01-24 16:00:00,0
2020-01-25 00:00:00,0
2020-01-25 08:00:00,0
2020-01-25 16:00:00,0
2020-01-26 00:00:00,0
2020-01-26 08:00:00,0
2020-01-26 16:00:00,0
2020-01-27 00:00:00,0
2020-01-27 08:00:00,0
2020-01-27 16:00:00,0
2020-01-28 00:00:00,0
2020-01-28 08:00:00,0
2020-01-28 16:00:00,0
2020-01-29 00:00:00,0
2020-01-29 08:00:00,0
2020-01-29 16:00:00,0
2020-01-30 00:00:00,0
2020-01-30 08:00:00,0
2020-01-30 16:00:00,0
2020-01-31 00:00:00,0
2020-01-31 08:00:00,0
2020-01-31 16:00:00,0
2020-02-01 00:00:00,0
2020-02-01 08:00:00,0
2020-02-01 16:00:00,0
2020-02-02 00:00:00,0
2020-02-02 08:00:00,0
2020-02-02 16:00:00,0
2020-02-03 00:00:00,0
2020-02-03 08:00:00,0
2020-02-03 16:00:00,0
2020-02-04 00:00:00,-0.0027286738948218061
2020-02-04 08:00:00,-0.00084188360365117731
2020-02-04 16:00:00,0.0024435696579122789
2020-02-05 00:00:00,0.0043229067588259583
2020-02-05 08:00:00,-0.033764658285347297
2020-02-05 16:00:00,0.0094820171426229817
2020-02-06 00:00:00,0.0032199459353381638
2020-02-06 08:00:00,0.0026230025950217894
2020-02-06 16:00:00,0.0030705113947033466
2020-02-07 00:00:00,0.0046242195827045796
2020-02-07 08:00:00,-0.00069183051380721015
2020-02-07 16:00:00,0.00378434490648814
2020-02-08 00:00:00,0.0010344663371265081
2020-02-08 08:00:00,0.0049458898904137186
2020-02-08 16:00:00,-0.0051927746959981418
2020-02-09 00:00:00,0.0086858443442301148
2020-02-09 08:00:00,-0.003829218454820954
2020-02-09 16:00:00,0.0025573110605884735
2020-02-10 00:00:00,0.0089384263680635026
2020-02-10 08:00:00,-0.0084396702852346673
2020-02-10 16:00:00,-0.0015222359803419385
2020-02-11 00:00:00,-0.012330423737051127
2020-02-11 08:00:00,0.04539442369009547
2020-02-11 16:00:00,0.006675123420630597
2020-02-12 00:00:00,0.029819403166746746
2020-02-12 08:00:00,-0.015834704300804206
2020-02-12 16:00:00,0.0014006716575776081
2020-02-13 00:00:00,-0.0082274046767202083
2020-02-13 08:00:00,0.0181829494528838
2020-02-13 16:00:00,-0.0023668074276222374
2020-02-14 00:00:00,-0.0072965180012453217
2020-02-14 08:00:00,-0.0022830089430485
2020-02-14 16:00:00,0.0070378413182836854
2020-02-15 00:00:00,0.01912173988341985
2020-02-15 08:00:00,0.022126052277731921
2020-02-15 16:00:00,0.019099044920101411
2020-02-16 00:00:00,-0.0010413129347842608
2020-02-16 08:00:00,0.022613561111814617
2020-02-16 16:00:00,0.0098976295927563213
2020-02-17 00:00:00,-0.010714388301995902
2020-02-17 08:00:00,-0.012798631784429026
2020-02-17 16:00:00,0.016736462402619716
2020-02-18 00:00:00,0.0046986602569194479
2020-02-18 08:00:00,0.0076697410782049259
2020-02-18 16:00:00,0.023425185629462233
2020-02-19 00:00:00,-0.0082793540997013193
2020-02-19 08:00:00,-0.00029011506876906908
2020-02-19 16:00:00,0.04267746816718225
2020-02-20 00:00:00,-0.0054058790126795351
2020-02-20 08:00:00,0.0017134967258229182
2020-02-20 16:00:00,-0.0043407412423893356
2020-02-21 00:00:00,-0.029347766319184877
2020-02-21 08:00:00,-0.0073653389359238913
2020-02-21 16:00:00,-0.0098209353653079569
2020-02-22 00:00:00,-0.0024005128720233026
2020-02-22 08:00:00,0.0032521919878581561
2020-02-22 16:00:00,-0.0055101941780843983
2020-02-23 00:00:00,-0.0092654171541218903
2020-02-23 08:00:00,-0.0021824016885400397
2020-02-23 16:00:00,-0.0015377887389646928
2020-02-24 00:00:00,-0.012003814671425441
2020-02-24 08:00:00,-0.0053891079562191184
2020-02-24 16:00:00,0.014101374618963207
2020-02-25 00:00:00,-0.0015823230959927364
2020-02-25 08:00:00,-0.0054334744073965312
2020-02-25 16:00:00,0.0089291644859021881
2020-02-26 00:00:00,-0.038077651229122558
2020-02-26 08:00:00,-0.043044372292389263
2020-02-26 16:00:00,-0.028566242671102766
2020-02-27 00:00:00,0.013241720390180279
2020-02-27 08:00:00,0.0088927035498073178
2020-02-27 16:00:00,0.0042773121327171724
2020-02-28 00:00:00,-0.0015745229751551802
2020-02-28 08:00:00,0.010413415549669265
2020-02-28 16:00:00,0.0033949090402622798
2020-02-29 00:00:00,0.0076512666972765511
2020-02-29 08:00:00,-0.0012835056260155019
2020-02-29 16:00:00,-0.018840692875106143
2020-03-01 00:00:00,-0.012680647446064907
2020-03-01 08:00:00,-0.0046536728455386731
2020-03-01 16:00:00,-0.0089848691564688062
2020-03-02 00:00:00,0.010954007989210016
2020-03-02 08:00:00,0.01662581783729666
