symbol,orderflow_feature,price_feature,abs_corr
BCHUSDT,of_taker_imb,price_ret9,0.16522528605766335
BCHUSDT,of_taker_imb,price_rsi14,0.16824952429709905
BCHUSDT,of_taker_imb,price_ma_gap,0.20526419482027958
BCHUSDT,of_taker_imb_ma3,price_ret9,0.2690544302116177
BCHUSDT,of_taker_imb_ma3,price_rsi14,0.25491646239492527
BCHUSDT,of_taker_imb_ma3,price_ma_gap,0.3145881857446489
BCHUSDT,of_taker_imb_ma9,price_ret9,0.39673970759403004
BCHUSDT,of_taker_imb_ma9,price_rsi14,0.31396243729276513
BCHUSDT,of_taker_imb_ma9,price_ma_gap,0.39597422901024637
BCHUSDT,of_taker_imb_z30,price_ret9,0.10670112025800683
BCHUSDT,of_taker_imb_z30,price_rsi14,0.09080925037090301
BCHUSDT,of_taker_imb_z30,price_ma_gap,0.13534572813730023
BCHUSDT,of_taker_imb_mom3,price_ret9,0.008447309261897414
BCHUSDT,of_taker_imb_mom3,price_rsi14,0.007192333264003413
BCHUSDT,of_taker_imb_mom3,price_ma_gap,0.0057997971965557974
BCHUSDT,of_oi_logdelta_1,price_ret9,0.16300283410058153
BCHUSDT,of_oi_logdelta_1,price_rsi14,0.13067346978090977
BCHUSDT,of_oi_logdelta_1,price_ma_gap,0.1630445401066516
BCHUSDT,of_oi_logdelta_3,price_ret9,0.27690062019487716
BCHUSDT,of_oi_logdelta_3,price_rsi14,0.22299075992227346
BCHUSDT,of_oi_logdelta_3,price_ma_gap,0.27290117274267434
BCHUSDT,of_oi_logdelta_9,price_ret9,0.5477308915858102
BCHUSDT,of_oi_logdelta_9,price_rsi14,0.36341231589849576
BCHUSDT,of_oi_logdelta_9,price_ma_gap,0.4246200051815932
BCHUSDT,of_oi_logdelta_z30,price_ret9,0.0608332953938719
BCHUSDT,of_oi_logdelta_z30,price_rsi14,0.034212534866381386
BCHUSDT,of_oi_logdelta_z30,price_ma_gap,0.05717458525369852
BCHUSDT,of_retail_lsr,price_ret9,0.047552469108240056
BCHUSDT,of_retail_lsr,price_rsi14,0.06982633615566883
BCHUSDT,of_retail_lsr,price_ma_gap,0.06438069271202106
BCHUSDT,of_retail_lsr_z30,price_ret9,0.25941440794862997
BCHUSDT,of_retail_lsr_z30,price_rsi14,0.3115539886844116
BCHUSDT,of_retail_lsr_z30,price_ma_gap,0.35398544988800207
BCHUSDT,of_top_acct_lsr,price_ret9,0.03266160679863871
BCHUSDT,of_top_acct_lsr,price_rsi14,0.053476230899601115
BCHUSDT,of_top_acct_lsr,price_ma_gap,0.046593217936158435
BCHUSDT,of_top_acct_lsr_z30,price_ret9,0.2436707063512952
BCHUSDT,of_top_acct_lsr_z30,price_rsi14,0.3068043606478049
BCHUSDT,of_top_acct_lsr_z30,price_ma_gap,0.33888574738048005
BCHUSDT,of_top_pos_lsr,price_ret9,0.06086455401176973
BCHUSDT,of_top_pos_lsr,price_rsi14,0.08724709730374143
BCHUSDT,of_top_pos_lsr,price_ma_gap,0.06792670207469716
BCHUSDT,of_top_pos_lsr_z30,price_ret9,0.12718367695553248
BCHUSDT,of_top_pos_lsr_z30,price_rsi14,0.17290661687036202
BCHUSDT,of_top_pos_lsr_z30,price_ma_gap,0.1466119356199863
BCHUSDT,of_taker_lsr,price_ret9,0.03735316759377786
BCHUSDT,of_taker_lsr,price_rsi14,0.028551406950372754
BCHUSDT,of_taker_lsr,price_ma_gap,0.031536092468766395
BCHUSDT,of_taker_lsr_z30,price_ret9,0.06717299561009109
BCHUSDT,of_taker_lsr_z30,price_rsi14,0.08507398919394261
BCHUSDT,of_taker_lsr_z30,price_ma_gap,0.06377942772158492
BCHUSDT,of_retail_top_divergence,price_ret9,0.34886649797351094
BCHUSDT,of_retail_top_divergence,price_rsi14,0.5054562690763169
BCHUSDT,of_retail_top_divergence,price_ma_gap,0.425892442226684
BCHUSDT,of_retail_top_divergence_z30,price_ret9,0.4606806367205011
BCHUSDT,of_retail_top_divergence_z30,price_rsi14,0.5455544626074909
BCHUSDT,of_retail_top_divergence_z30,price_ma_gap,0.5919187496880534
LDOUSDT,of_taker_imb,price_ret9,0.16974058177249918
LDOUSDT,of_taker_imb,price_rsi14,0.1450397770845336
LDOUSDT,of_taker_imb,price_ma_gap,0.1830606322249598
LDOUSDT,of_taker_imb_ma3,price_ret9,0.25707300256762766
LDOUSDT,of_taker_imb_ma3,price_rsi14,0.1971059091918161
LDOUSDT,of_taker_imb_ma3,price_ma_gap,0.2608941967728849
LDOUSDT,of_taker_imb_ma9,price_ret9,0.32828158703966115
LDOUSDT,of_taker_imb_ma9,price_rsi14,0.2094356079762765
LDOUSDT,of_taker_imb_ma9,price_ma_gap,0.2995726787449252
LDOUSDT,of_taker_imb_z30,price_ret9,0.15459144399634805
LDOUSDT,of_taker_imb_z30,price_rsi14,0.11579969467479923
LDOUSDT,of_taker_imb_z30,price_ma_gap,0.14813785673628682
LDOUSDT,of_taker_imb_mom3,price_ret9,0.002251183406765589
LDOUSDT,of_taker_imb_mom3,price_rsi14,0.021337687098164058
LDOUSDT,of_taker_imb_mom3,price_ma_gap,0.016501198924837923
LDOUSDT,of_oi_logdelta_1,price_ret9,0.05984927615319315
LDOUSDT,of_oi_logdelta_1,price_rsi14,0.053908298215513815
LDOUSDT,of_oi_logdelta_1,price_ma_gap,0.06115579929178197
LDOUSDT,of_oi_logdelta_3,price_ret9,0.12194468119372355
LDOUSDT,of_oi_logdelta_3,price_rsi14,0.09271212713285235
LDOUSDT,of_oi_logdelta_3,price_ma_gap,0.10706418229646293
LDOUSDT,of_oi_logdelta_9,price_ret9,0.2295823077664764
LDOUSDT,of_oi_logdelta_9,price_rsi14,0.11618872112360824
LDOUSDT,of_oi_logdelta_9,price_ma_gap,0.14574918066106055
LDOUSDT,of_oi_logdelta_z30,price_ret9,0.024181918805611508
LDOUSDT,of_oi_logdelta_z30,price_rsi14,0.02262465396986101
LDOUSDT,of_oi_logdelta_z30,price_ma_gap,0.02601914727542505
LDOUSDT,of_retail_lsr,price_ret9,0.04185971039697181
LDOUSDT,of_retail_lsr,price_rsi14,0.034925501342235994
LDOUSDT,of_retail_lsr,price_ma_gap,0.050810538792931265
LDOUSDT,of_retail_lsr_z30,price_ret9,0.2581825737581834
LDOUSDT,of_retail_lsr_z30,price_rsi14,0.2893307903661959
LDOUSDT,of_retail_lsr_z30,price_ma_gap,0.3246928246590603
LDOUSDT,of_top_acct_lsr,price_ret9,0.02635631484121751
LDOUSDT,of_top_acct_lsr,price_rsi14,0.018449708476430904
LDOUSDT,of_top_acct_lsr,price_ma_gap,0.033904646954486535
LDOUSDT,of_top_acct_lsr_z30,price_ret9,0.2544625810205791
LDOUSDT,of_top_acct_lsr_z30,price_rsi14,0.2915928048630127
LDOUSDT,of_top_acct_lsr_z30,price_ma_gap,0.3236261753006415
LDOUSDT,of_top_pos_lsr,price_ret9,0.023920600021308486
LDOUSDT,of_top_pos_lsr,price_rsi14,0.04557089567069838
LDOUSDT,of_top_pos_lsr,price_ma_gap,0.02568073411699418
LDOUSDT,of_top_pos_lsr_z30,price_ret9,0.07592026933225002
LDOUSDT,of_top_pos_lsr_z30,price_rsi14,0.18950538966882982
LDOUSDT,of_top_pos_lsr_z30,price_ma_gap,0.1331503607593042
LDOUSDT,of_taker_lsr,price_ret9,0.023866385105365116
LDOUSDT,of_taker_lsr,price_rsi14,0.0319138677897146
LDOUSDT,of_taker_lsr,price_ma_gap,0.022623837138922548
LDOUSDT,of_taker_lsr_z30,price_ret9,0.023987835514316
LDOUSDT,of_taker_lsr_z30,price_rsi14,0.05243994811870694
LDOUSDT,of_taker_lsr_z30,price_ma_gap,0.03460585280182793
LDOUSDT,of_retail_top_divergence,price_ret9,0.22185324868707573
LDOUSDT,of_retail_top_divergence,price_rsi14,0.2686954442513244
LDOUSDT,of_retail_top_divergence,price_ma_gap,0.2583428771668534
LDOUSDT,of_retail_top_divergence_z30,price_ret9,0.5060841070635247
LDOUSDT,of_retail_top_divergence_z30,price_rsi14,0.5436361960661734
LDOUSDT,of_retail_top_divergence_z30,price_ma_gap,0.5840192107808996
TRXUSDT,of_taker_imb,price_ret9,0.0727200930811853
TRXUSDT,of_taker_imb,price_rsi14,0.1733850121481521
TRXUSDT,of_taker_imb,price_ma_gap,0.16797685171277368
TRXUSDT,of_taker_imb_ma3,price_ret9,0.13843893386645537
TRXUSDT,of_taker_imb_ma3,price_rsi14,0.27725140433603573
TRXUSDT,of_taker_imb_ma3,price_ma_gap,0.27372355314927577
TRXUSDT,of_taker_imb_ma9,price_ret9,0.27543287343320744
TRXUSDT,of_taker_imb_ma9,price_rsi14,0.38579439929283516
TRXUSDT,of_taker_imb_ma9,price_ma_gap,0.3955016092641905
TRXUSDT,of_taker_imb_z30,price_ret9,0.04036052000283291
TRXUSDT,of_taker_imb_z30,price_rsi14,0.08414721643376237
TRXUSDT,of_taker_imb_z30,price_ma_gap,0.0980616793551735
TRXUSDT,of_taker_imb_mom3,price_ret9,0.01561656564576726
TRXUSDT,of_taker_imb_mom3,price_rsi14,0.003605002038841011
TRXUSDT,of_taker_imb_mom3,price_ma_gap,0.0004657438611407259
TRXUSDT,of_oi_logdelta_1,price_ret9,0.17548411429352395
TRXUSDT,of_oi_logdelta_1,price_rsi14,0.16802211778971765
TRXUSDT,of_oi_logdelta_1,price_ma_gap,0.19192128031642744
TRXUSDT,of_oi_logdelta_3,price_ret9,0.2901850258736132
TRXUSDT,of_oi_logdelta_3,price_rsi14,0.25745080175902707
TRXUSDT,of_oi_logdelta_3,price_ma_gap,0.2986422872142517
TRXUSDT,of_oi_logdelta_9,price_ret9,0.4532324362476785
TRXUSDT,of_oi_logdelta_9,price_rsi14,0.32384840378640634
TRXUSDT,of_oi_logdelta_9,price_ma_gap,0.3934260609523001
TRXUSDT,of_oi_logdelta_z30,price_ret9,0.118563886431565
TRXUSDT,of_oi_logdelta_z30,price_rsi14,0.11585932019944144
TRXUSDT,of_oi_logdelta_z30,price_ma_gap,0.13638712531453692
TRXUSDT,of_retail_lsr,price_ret9,0.042244750042597055
TRXUSDT,of_retail_lsr,price_rsi14,0.051599063669824655
TRXUSDT,of_retail_lsr,price_ma_gap,0.05241118981211501
TRXUSDT,of_retail_lsr_z30,price_ret9,0.1443721793342842
TRXUSDT,of_retail_lsr_z30,price_rsi14,0.1835948477080691
TRXUSDT,of_retail_lsr_z30,price_ma_gap,0.23677843968093307
TRXUSDT,of_top_acct_lsr,price_ret9,0.03367905116193222
TRXUSDT,of_top_acct_lsr,price_rsi14,0.04125181574073702
TRXUSDT,of_top_acct_lsr,price_ma_gap,0.04193315667427702
TRXUSDT,of_top_acct_lsr_z30,price_ret9,0.1286159440953053
TRXUSDT,of_top_acct_lsr_z30,price_rsi14,0.1671326587960338
TRXUSDT,of_top_acct_lsr_z30,price_ma_gap,0.2104824277816761
TRXUSDT,of_top_pos_lsr,price_ret9,0.02382199223648117
TRXUSDT,of_top_pos_lsr,price_rsi14,0.1061596995545376
TRXUSDT,of_top_pos_lsr,price_ma_gap,0.07895413895182937
TRXUSDT,of_top_pos_lsr_z30,price_ret9,0.060144601268070634
TRXUSDT,of_top_pos_lsr_z30,price_rsi14,0.11174674769754514
TRXUSDT,of_top_pos_lsr_z30,price_ma_gap,0.11430334020533528
TRXUSDT,of_taker_lsr,price_ret9,0.0025801658911981423
TRXUSDT,of_taker_lsr,price_rsi14,0.09067100148566443
TRXUSDT,of_taker_lsr,price_ma_gap,0.060742208581621354
TRXUSDT,of_taker_lsr_z30,price_ret9,0.012863897342270727
TRXUSDT,of_taker_lsr_z30,price_rsi14,0.0004678667782152606
TRXUSDT,of_taker_lsr_z30,price_ma_gap,0.010896887695039065
TRXUSDT,of_retail_top_divergence,price_ret9,0.25122476619613004
TRXUSDT,of_retail_top_divergence,price_rsi14,0.598897738782145
TRXUSDT,of_retail_top_divergence,price_ma_gap,0.498891220070253
TRXUSDT,of_retail_top_divergence_z30,price_ret9,0.3639210826117178
TRXUSDT,of_retail_top_divergence_z30,price_rsi14,0.5219483645718453
TRXUSDT,of_retail_top_divergence_z30,price_ma_gap,0.6014746833144846
